title,content,rating,date,author,recommended
"""FA's were very friendly""","✅ Trip Verified | Boarding on time and departure on time for a flight to London Heathrow that is very ok, the A320 with rather narrow seats. In business light meal a Caesars salad, a mousse as sweet and choice of drinks - nothing wrong for such a short flight. FA's were very friendly and landing on time.",7,27th February 2023,M Camere,
"""original flight was cancelled""","✅ Trip Verified |  My original flight was cancelled just over 2 weeks before my actual flight and although alternative flights were available, British airways affected the trip I planned. It feels like BA is doing a favour to passengers rather than being paid to deliver the service.",1,26th February 2023,Gustavo Sirna Barbosa,
"""no better than a low cost airline""",✅ Trip Verified |  Delayed just for a change. Poor communication. British Airways sells premium prices flight tickets and delivers no better than a low cost airline. Customer service is impossible to contact and it seems BA tries hard to hide any possible email communication address when it's available.,1,26th February 2023,Gustavo Sirna Barbosa,
"""they could not serve hot drinks""","✅ Trip Verified |  Very competent check in staff, saw had a problem with my left arm and insisted I could not take exit seat. Moved me to row 30 where the middle seat was empty. On the other hand on board - huge line for toilets - 45 min into a 2.30 min flight a crew member realised one of the toilets is closed - as crew had put their luggage there. They announced that they could not serve hot drinks on this flight and to bear with them as service will be slow. On asking why: ""They did not give us enough cups for hot drinks. And the card machine is not working so we have to fill out each credit card slip"". A bottle of water and a nutrigrain bar.",4,23rd February 2023,R Mawani,
"""got virtually free tickets""","✅ Trip Verified |  Check in was so slow, no self check in and bag drop. Boarding was ok, flight totally full. Booked row 9 which was ok. Some space in overhead bins. Seat and legroom ok. Cabin crew ok, smiled, gave out the bottle of water and pretzels. Flight itself was ok, landed 25 mins early and then waited 30 minutes for a stand and ground crew. Bags came off reasonably quickly. BA still seems to believe it is something special, a premium carrier. The reality is that it is not. The only reason we flew BA was we got virtually free tickets because both flights were cancelled last year. BA is our carrier of last choice.",5,18th February 2023,Chris Parker,
"""found the attitude appalling""","✅ Trip Verified |  My review relates to the appalling experiences I had with British Airways on 14th February 2023. I was due to travel to Madrid with British Airways and before setting off I heard on the radio that there were flight delays. I looked at the Heathrow Airport website and saw that my flight had been cancelled. As a result of the information on the website, I called British Airways and have 26 minutes on hold I found myself speaking to somebody in a call centre in South Africa. The person was hard to understand due to a heavy accent and he was incompetent and insisted that the flight was not cancelled. I made my way to Heathrow and sure enough the flight was indeed cancelled. The woman in question had the audacity to declare that the flight was cancelled and that “there are no facilities here at the airport to rebook you”. She refused to let me and about 12 other people join the queue for the clearly marked assistance desk. The same woman and one of her colleagues gave out a card with a telephone number and told one rather elderly gentleman to “go online to rebook your seat”. I am visually impaired and found the attitude of the BA employee to be appalling. I called the number on the card the employee gave me and was again in a long queue to a call centre. The person who picked up the phone kept me waiting 22 minutes and declared that the flight was not cancelled and that the airport “must be wrong”. He then in a flippant tone said he was just informed that the flight was indeed cancelled and that I would have to go and speak to IBERIA customer services in Heathrow to rebook! I took the elderly gentleman with me to IBERIA where the counter staff member rolled her eyes in disgust and said that it was nothing to do with IBERIA. I returned to BA and this time I joined the check-in line and told a check-in agent what had happened. The man in question booked me onto the next available flight within a matter of a few minutes. He gave me a £30 voucher as a form of compensation but said he could not add my frequent flyer number with a partner airline. The voucher proved useless I am afraid as various shops in the predepature area refused to accept it and although I was told I could use it after clearing security none of the shops would accept it. Once aboard my new flight the service was minimal. Other than a tiny bottle of water and a packet of pretzels nothing else was available. This was a full flight as so many people had been transferred from the cancelled flight. BA Cabin crew announced that any additional items other than the small bottle of water and pretzels had to be ordered via their skyshop.",1,18th February 2023,C Barton,
"""crew were really nice""","✅ Trip Verified | This was my first time flying with BA & I was pleasantly surprised. Islamabad via Doha was very comfortable and the crew were great, friendly and helpful. The second flight was operated by Qatar Airways this was from Doha to Islamabad. My return journey was a direct BA flight, 46kg luggage allowance was really generous and stopped the hassle with connecting flights. Crew on this flight were really nice too. What let BA down was the food, it really was not nice, the IFE could do with some more content but that's not really a huge issue.",8,16th February 2023,Abs Ahmed,
"""Lots of cancellations and delays""","✅ Trip Verified |  Lots of cancellations and delays and no one apologized. Edinburgh to London on Feb 14th, 2023, our original flight was cancelled, and the rebooked one was cancelled as well, the third rebooked one was supposed to departure at 12:50 and had several delays until 2:24. Then we had to wait 57 minutes for our luggage to arrive.",1,15th February 2023,Arsham Parsi,
"""Overall, very happy with BA""","✅ Trip Verified | BA 242 on the 6/2/23. Boarding was delayed due to late arrival from the incoming flight. Communication from the ground staff was excellent and keep us informed. In flight services were excellent, the crews were friendly with excellent service! Overall, very happy with BA.",9,7th February 2023,Keat Tan,
"""the best airline I've flown with""","✅ Trip Verified |  Not only my first flight in 17 years, but also my first time back to England for 17 years. I flew from PMI-LGW on 21/01/2023 and returned on 29/01/2023. Both Wizz Air and EasyJet offered very inconvenient flight times and charged more than the flights were worth for baggage. British Airways were the most convenient and best value option available, they offered ideal flight times and the €18 charge per flight for baggage was very reasonable - Total cost for both flights was €126 +/- Regular update information via email, seamless online seat allocation and check in. Efficient staff at the check in desks at PMI and LGW ensured that long queues were dealt with as quickly as humanly possible. Immaculate aircraft, comfortable leather seats with adequate legroom (I'm 6'4"" tall) Cabin crew were polite, friendly and professional. In flight food and drinks were good quality and reasonably priced, I enjoyed the Meat Ploughman's and IPA beer (€10 -/+ total) on both flights I have flown 80+ times in the last 50 years with different airlines on various propeller and jet aircraft as well as one LGW-LHR helicopter transfer. Flying was a totally different experience 'back in the day', we are now in the age of the 'budget airline' Nostalgia aside.. British Airways are the best airline I've flown with.",10,6th February 2023,Adam Churchill,
"""so determined to help""","✅ Trip Verified |  My husband and myself were flying to Madrid on the 3rd of February for a Legal matter and we had to be in Madrid by 13:00 pm. We had booked our flight and car with BA Holidays. Unfortunately we chose a parking we had never used before, we got lost, and missed our 6:00 am flight to Madrid. I tried to stay calm, cold head and we went to British Airways to get help. The first lady that we spoke to asked if we had done the booking with BA Holidays, we didn't know that, she gave us a number to call and told us that she couldn't do anything else, that we had to call that number. We called the number, which was asking us to call another  number, which we did and there the message was that opening hours were from 8 am till 4 pm, We went back to the lady and explained that we couldn't wait until 8 am, but she told us that she could not do anything. I did reach out to another staff , a lovely young lady called Althea. She started to look at it, made several calls, went to check with someone else to an office, she managed to get someone to send me a text message that I had to call, and that got answered and the other lovely lady on the line, modified our booking to place us in the following flight at 7.30 am. They didn't charge us for that, our car reservation and flight back were maintained and we made it to Madrid. Without the support of the lovely Althea, her professionalism, her care for us, we would not have make it. She was so sweet, so caring, but at the same time so determined to help, she for sure went above and beyond her role and her responsibilities.",10,4th February 2023,Maria del Carmen Riesco Martin,
"""crew are a credit to BA""",✅ Trip Verified | Organised boarding process. Really friendly crew. Quick drink and a snack. All in all a great experience. The crew are a credit to BA. The best crew in Europe.,10,31st January 2023,S Anderson,
"""catalogue of errors and inconveniences""","✅ Trip Verified |  Outward journey BA245 London to Buenos Aires Club World 10 January 2023. Our experience was poor from beginning to end. Although we had reserved seats 11F and 12J, another passenger was occupying 11F and crew made no attempt to address the problem. Eventually, I persuaded the passenger to move and occupy her designated seat 11D. We boarded punctually but were not offered drinks. When I asked for a drink, the crew member said it was too late and blamed the seating problem. The same crew member then began taking orders for dinner but did not write them all down and gave up after a few minutes for the safety briefing. She asked us to repeat our orders later. The hot flannels smelled musty and felt old and ragged.  One of the crew wondered aloud whether my companion and I were related.  My soup was cold, I was told it was served from flasks. Was that an explanation or an excuse? My coffee was weak and tasted like instant granules. My companion was initially served no bread roll with dinner. The breakfast menu stated a 'selection of rolls/pastries' but there was no choice and my companion was given a dried fruit pastry, where he would have chosen a bread roll.  Although we had not previously asked for or been offered any other than those supplied at the seat, small bottles of water ran out. Return journey BA244 Buenos Aires to London Heathrow World Traveller Plus 26 January 2023 was a huge contrast, from the warm welcome on boarding to crew’s professionalism throughout. It’s a poor reflection on Club World service that our experience in World Traveller Plus was so much better and kinder. Weighed against the advantages of a flat bed, the considerable price difference was not worth paying for the catalogue of errors and inconveniences outlined above.",2,31st January 2023,M Wilson,
"""the food was poor""","✅ Trip Verified | Check in agent at LHR was very helpful and friendly as were the in flight crew. Seat was comfortable with good leg room. However, the food was poor - barely better than economy class with a poor quality and limited selection of wine. In flight entertainment selections we’re very limited. Far inferior to what BA used to offer. Overall, this premium economy product was disappointing and very poor value for money.",4,28th January 2023,Christopher Neep,
"""No more BA for me""","✅ Trip Verified |  Very disappointing. I book BA so I can fly during the day. My return flight at 6pm on 28/1/23 was cancelled, replaced by a flight at 9pm. It took off 1/2 hour late meaning I arrived at Gatwick well after midnight with no onward transport connections. I had to pay £70 for a taxi home. Plus the seats are really snug. I’m only 5’7” but my knees were hitting the seat in front. No more BA for me. They are trading on their name but the customer service and reliability has deteriorated. Ryanair has better aircraft and take-off slots.",3,28th January 2023,Kathleen Lucey,
"""Excellent service""","✅ Trip Verified | Excellent service both on the ground and on board - while their first class product might not be leading edge, the service around the entire experience was well worth the cost of the ticket. The Concorde room at Heathrow is well managed and a great place to relax prior to the trip. Flight was slightly delayed out of Heathrow but arrived on schedule in Johannesburg.",9,24th January 2023,Ian Sinclair,
"""Sound dinner service""",✅ Trip Verified |  Good lounge at Cape Town. On time departure. Drinks high quality. Sound dinner service. Breakfast reasonable. Arrival lounge was good but showers cold.,9,24th January 2023,E Smyth,
"""A really excellent journey""","✅ Trip Verified |  A really excellent journey. Lounge not overcrowded in late afternoon, plenty of edible food. Easy boarding. New Club World Suites great and compared to when we last travelled in them a year ago food and drink back to previous standards- choice of individual wines rather than bland blends, courses served individually with cut glass and china. Beef cheek really tasty as was a surprisingly good soup. Crew excellent. Good choice of movies. Breakfast after a good night's sleep- fruits etc first, couldn't manage the full English which was offered. Arrival on time. What more could you want? Not quite up to Gulf standards overall, but BA seems to have eventually got its business class back to standard",9,23rd January 2023,Horton,
"""flight was one of the worst""","✅ Trip Verified |  This flight was one of the worst I have ever had in my life. I wanted to pamper myself, so I bought business class. I was looking forward to my new experience. I will not mention the chaos of changing gates several times, as these things may happen. What surprised me was the lack of attention to passengers. The flight was delayed by almost 3 hours. Even though staff offered vouchers, we had no idea where to get them, and we were told that we only had about 10 minutes to use them because boarding had already begun. Firstly, I did not see anyone with the voucher, and secondly, even if we got it, we were not able to use it. When I finally got to the airport, there was another waiting for about 30 minutes after cross check. Meantime, we were told that due to problems, they did not load any food, so the flight will be without any food on board. The only food offered and given to everyone on the plane was a small bag of nuts. As a business class passenger, I was offered drinks only. All in all, my business class contained 3 small glasses of juice.   I received no apology or compensation from the company at all. It was a disgraceful and cheap service for a very expensive price.",2,21st January 2023,Marian Benedikovic,
"""there is a race to the bottom""","Not Verified | It seems that there is a race to the bottom amongst airlines. I cannot even check in because BA requires the submission of documents for Covid restrictions. However the form to start the submission process is hopelessly broken. After clicking ""submit"" the form just hangs forever. No error message is given. I tried three different browsers on three different devices. All have the same hang. Which means you cannot check in online nor can you select a seat. I tried using the chat bot, but after 30 minutes of clicking ""try again"" I thought I had donated enough time to BA.",3,19th January 2023,Thomas Kowalski,
"""need to cancel the ticket and rebook""","Not Verified |  As a Spanish born individual living in England, I have been using British Airways for over 3 decades, multiple times a year. On 12th January 2023 I booked a flight for my son and I to go to Alicante. However, I was informed on the 17th January 2023 by my doctors that I am unable to fly due to an elbow operation I have had. As a result I decided to give my ticket to my daughter, calling up the Customer Service team for British Airways to make the change. On the 18th January 2023 they took my enquiry call. There seemed to be some speech delay in the call, which presented a small bit of difficulty, however I also struggled to understand the support staff member on top of this delay. When requesting to change the name on one of the tickets to my daughters name I was told this is not within the policy, and that I would need to cancel the ticket and rebook it. I was encouraged to divide the booking so myself and my son were on two different booking reference numbers. I accepted this and was then asked if I would like to cancel the booking. I insisted I would need to know the total of the refund. It’s lucky I did ask to check this, as I was then informed it would be roughly £9.00. The total cost of my booking was £394.64, which comes to £197.32 per passenger, leaving my refund total at less than 3% of the value of my purchase. This is despite the seat not be abandoned. According to BA  policy, all I am entitled to out of a simple change of name is less than 3% refund even when I’m buying the ticket right back then and there on the phone (probably for more money than it was worth a week ago).",2,19th January 2023,Reyes Diaz,
"""very friendly cabin crew""","✅ Trip Verified |  A rather empty and quiet flight to Tel Aviv, very friendly cabin crew and due to the emptiness of the flight I had an entire row to myself which allowed me to work easily and have as much space as required. Unfortunately upon landing the breaks overheated and we had to wait for the fire crew to cool them down which delayed us. Otherwise an overall excellent flight on BA's part. This was the first time I have flown this flight and it has actually taken off at the correct time.",9,18th January 2023,S Zarhas,
"""a good drinks and food service""",✅ Trip Verified |  Easy check in and staff member was polite and helpful and made a specific point of acknowledging our loyalty to BA. Security at London was fast. Galleries North was fine and showers were good. Organised flight boarding. Plane was fine with good crew and new club world product. My wife had a damaged storage area but otherwise ok. After take off there was a good drinks and food service which was well run. Slept well on time arrival. We both found the new seat design harder to sleep in.,9,17th January 2023,E Smyth,
"""you should let me use the lounge""","✅ Trip Verified |  Being a silver flyer and booking a flight through BA to Dublin you would have thought I could use the lounge even though BA used Air Lingus for the flight. Travelled recently there with the same situation and was allowed in by a kind Gentleman at the desk even though he said I had to be Gold ? He was really accommodating and it wasn’t a big deal. But the two ladies on the desk were like no. No empathy there at all-saying the other guy shouldn’t have let me and they will have a word with him ? Come on BA I booked the flight through you, and you made me fly with Air Lingus so you should let me use the lounge as a silver flier.",1,17th January 2023,Jozef Kis,
"""I find BA incredibly tacky""","Not Verified |  I find BA incredibly tacky and constantly looking for ways to get money out of customers. I have travelled using major airlines my whole life and although I know it sounds silly - when on a 4 hour flight on a major airline you do expect some form of beverage or snack as a curtesy and a port to charge your phone and not have to pay insane prices for luggage. There was no inflight entertainment and the aircraft was very snug, when I challenged why I had to pay for my own drink and why no inflight entertainment - I was told it was a short haul fight. My sisters met me from Cairo (which is an hour and half flight) and flew Egyptair and somehow received luggage allowance, drinks, food and inflight entertainment as well as a USB port to charge their phones. BA I now realise stands for Budget Airline. Staff were great - what you got for your money not so much.",3,16th January 2023,Sam Hassan,
"""This flight was so disappointing""","✅ Trip Verified |  Flew ATL to LHR 8th Jan 2023. Was unlucky enough to be on board a 23 year old 777. Refit gave it a decent IFE screen and the seat looked decent. Although combine the IFE with the cheap and nasty earbuds, and any movie can be ruined. Headrest was great, just a pity little padding is used on the seat as my Wife and I were very uncomfortable. The leg room in general is poor, especially when passengers keep their seat reclined from start to finish. Zero room. Aircraft was tired. Rubber spacers falling out, silicone sealer falling apart in the toilets. Toilet seats old, stained. Rubber on arm rest was hanging off. No post take off drinks/snacks offered.  Meal was sent out after a couple of hours. Was poor. Chicken cubes that reminded me of dog food, mashed potatoes that were purified within an inch of their life. Stale rock hard roll, salad which was rice and carrots?! Dried crackers with no cheese. Kids meal was just as sad. Tiny leaf salad with enough dressing to refloat a shipwreck. Coffee creamer was given with the kids meal? Snack was decent for the adults, bagel with cheese and egg. Hot and tasty. Kids snack was a green wrap with spinach and onions in it.  Very very poor. Mix the food, BA service with a grunt, being crammed into a seat for 7 hours, landing at a remote stand and enduring a bus to the terminal and BA in my opinion, is terrible. This flight was so disappointing. Other than one great member of cabin crew, everything else was just average.",4,9th January 2023,C Bain,
"""just an average airline""","Not Verified |  Great thing about British Airways A380 is the economy section upstairs. Get this if you can as it allows you to have small stowage cupboards at the window seats. Despite being not very old, the A380 looked tired inside. Broken side stowage, a seat that reclined uncontrollably and slow to react IFE. The food was supposed to be Christmas dinner. 3 wafer thin bits of dry turkey, 4 over cooked sprouts and some cubed potatoes. Poor in taste and quality. Mousse desert was great though. Slight issue during the snack meal. Ordered a childs option which was marked as such. Regular meal arrived as well and they were exactly the same. Asked a crew member to be told the difference was the sticker on the box. Staff were ok. Couple decent but mostly just ok. Overall, BA just seems a tad cheap these days. Great to sit upstairs but that was where the enjoyment ended. Just seemed a bit dull and like BA are just an average airline.",5,8th January 2023,C Bain,
"""Luggage is delayed""","Not Verified | The staff are friendly. The plane was cold, we were shivering, they gave light blankets but they were not enough. Meals were basic. Entertainment was basic. Luggage is delayed, today is day 6 and BA staff over the phone say ""call after 72 hours"". Tracking system is very vague, had to extract information from staff that they arrived to Vancouver on Jan 2nd. I offered to collect baggage but very vague answer ""call the Airport"", asked her for BA phone number at YVR but she said ""we don't have a phone number for you to call, call the main Airport"". Their policy states you can make a claim only after 21 days.",1,6th January 2023,Hans Book,
"""the worst business class experience I've ever had""","✅ Trip Verified | Probably the worst business class experience I've ever had on an airline. Just a few of the issues: Required to purchase seats on international (Club World) business class. This was not made known during the ticket purchase process and cost me an additional $600 on a single leg (LHR-LAX) for a family of four. Given the very strange business class seating layout on BA A380s, leaving the seat selection to change could have been disastrous for my family. Ridiculously long boarding times on even small aircraft. On my VIE-LHR leg, the boarding time for the A320 was over 50 minutes long, leading to a delayed departure. There was no urgency on the part of staff to speed up the boarding times. Severe overcrowding in the boarding area in satellite C of terminal 5 at Heathrow. Boarding staff would not allow passengers to enter the roped off queue area before boarding (I have no idea why not) and so crowding was extreme. The overall boarding area was far too small for an A380, and I believe this satellite was designed and built after the first A380s were delivered. Online check-in in advance of flights appears to be completely broken. I was urged repeatedly (on the BA website, and via email and text) to ""upload my COVID documents"" even though, at the end of 2022, there are no COVID documents required for travel. After I filled in basic contact information on the website - and did not upload any ""COVID documentation"" - I was informed (several hours later) that my ""COVID documents have been verified"". I then received another text message urging me to ""upload my COVID documentation"". On the VIE-LHR leg, the shop.ba.com page that one is directed to after attempting to connect to wifi on the plane indicated ridiculously incorrect remaining flight times - over six hours, and then four hours just before landing. BA lounges for Club Europe and Club World at Heathrow are often seriously overcrowded. Furniture and carpeting and other finishes in the clubs are worn or dirty. That said, the food in the lounges was of pretty good quality. The food quality in BA lounges at Heathrow may be the only redeeming thing about this airline. Onboard, food and beverage service was far below average for international business class. Terrible, one might say. On the LHR-LAX leg, there was no pre-meal beverage service and there were NO mid-flight beverage services at all. Unlike most business class offerings on other airlines, there was no taking a meal order by flight attendants at the beginning of the flight. Meals were brought out haphazardly shortly after take off, with the ""chicken or fish?"" type of meal selection similar to economy class. There was no coffee or tea service after meals. Food quality was poor, with the pre-landing snack of a ""ploughman's lunch"" being downright disgusting. . There was no beverage or bar set-up in the galley areas - beverages available to passengers during the flight - as is standard on most international business class offerings. Even bottles of water seemed be hidden away, requiring one to ask the flight attendants for water. I won't comment on the bizarre seating layout on the A380, as others have rightly panned the awkwardness and extremely poor design of the seating. The seats are not 6' 2"" long as stated on the BA website, and I found the seats too short for my 6' 2"" height. The ""Priority"" luggage tags were not followed in the baggage delivery.",1,2nd January 2023,G Jackson,
"""not recommended for business class""","✅ Trip Verified | Definitely not recommended, especially for business class. The seats are ridiculous and small, the food is mediocre if that, and good luck with the internet even if you pay for full internet for the entire flight. The service however has been great. My attendant saved me from crying. I don’t know who designed this aircraft but in this expensive business class, in order to move out of you middle seat to go to the bathroom you must rudely climb over the person’s legs sitting in the aisle seat. Your seat is like an enclosed tiny cubicle with no storage space. I’ve unfortunately traveled British Airways business class at least 4 times within the last 4 months. Never again unless there is no other choice. By the way, the business class lounge south at Heathrow is a cattle pen.",2,2nd January 2023,J Tucker,
"""surprisingly a good product""","✅ Trip Verified |  BA shuttle service across the UK is still surprisingly a good product. When compared with BA long haul that doesn’t always get the best of comments at times. It’s reasonable priced, works well, fresh crews and no queues or long distances to walk. I don’t know why they still offer a COVID style bottle of water and snack when just stretching to a cup of tea and snack would be great add on for this service. Currently they have an on line sky cafe but it’s too fiddly to work or get connected in short trips.",8,2nd January 2023,R Heale,
"""Maybe the old charm will return soon""","✅ Trip Verified | I must admit like many others I tend to avoid BA long haul where possible due to the many poor reviews. But had my first ride on a BA A380 the other day so it was an exception. What can I say. Aircraft immaculate and economy seat really comfortable but that’s about it. IFE didn’t work but wasn’t that interesting anyway. I got the map screenshot for a while. Lunch was poor quality but plenty of nice white wine and other alcoholic drinks made up for it. Cabin crew pleasant but poor grooming lets them down. Some skirts, some trouser suits, some long sleeves some short. Some jackets some waistcoat. Some cardigans on at time and all in all they could have done better I think. Baggage delivery was really quick. Summing up well I am still not coming back to BA not yet. Maybe the old charm will return soon.",6,1st January 2023,J Robins,
"""having to pay to reserve a specific seat""","Not Verified |  When will BA update their Business class cabin - 8 across on a 777. It is not so much travelling facing backwards as it were, but the cabin staff having to pass food trays across the front of passengers paying business class fares! As for having to pay to reserve a specific seat - an antiquated idea. The cabin staff were fine, food acceptable, check-in OK and Business lounge (breakfast) acceptable. The lack of space in the seating area, small screen and disfunctional entertainment equipment disappointing. Having to step over the reclining passengers feet is not attractive.",4,30th December 2022,Stephen Segar,
"""Upgrade was worth it""",✅ Trip Verified |  Paid £200 day before flight for an upgrade from economy to premium economy. At checkin they could not find my booking so a little wait while they rang someone who explains on the upgrade you get deleted from the system the checkin agent sees? Took about 5 minutes to resolve. Seat was nice enough. Stowage pocket in front a bit small. Food was reasonably nice. Shame that the bathroom is all the way back through economy and there is a bit of a queue. IFE system is good but selection mediocre. Worst part of the flight is that at CPT so we were on a remote stand and bussed in. Through passport control quickly but then it took an absolute age to get our luggage which ruined what would otherwise have been a reasonable flight. Upgrade was worth it at £200 maybe £300 (its a long flight) but their offers of £2000 or whatever for premium economy is comedy pricing. Score before the luggage fiasco would have been 7 or 8 / 10. With the luggage fiasco I can't rate it more than 4/10.,4,29th December 2022,J Meares,
"""Disappointing meal""","✅ Trip Verified |  BA website did not work (weirdly deleted my flight from ""upcoming flights"" on the day of departure). Chaos at Cape Town airport with hundreds queuing as the computers were down. Chaos at the gate / no queue management for premium passengers. Very nice new A350 with smart new club suite. Champagne warm (cabin crew said its impossible to serve it cold, which is not true as Air France manage it). Disappointing meal, wine served so late after the food you have finished by the time it arrives. Cheese ice cold and tasteless (why can't the champagne / white wine be in the fridge used for the cheese?). Good IFE system but mediocre film selection. Disappointing breakfast. Overall: 3 / 10. Flew Air France business the month before which was way better. So sad what's become of BA.",3,29th December 2022,J Meares,
"""minimal communication from their team""","✅ Trip Verified |  Absolutely terrible experience with British Airways. After a short flight from London Heathrow to Frankfurt, they couldn't get my suitcase to me in time for my next flight (on Cathay Pacific) to Melbourne, despite a 3 hour gap between the two flights. Told me they would arrange for the suitcase to be transferred directly to Melbourne - instead, it got to Hong Kong and left there. When they finally tracked it down, they sent it back to London. All happened over Christmas, so very stressful yet minimal communication from their team. While the plane crew may be lovely, the service outside of this has been nothing short of dreadful, and if given the option, I will avoid flying with them in future.",1,29th December 2022,S Marton,
"""felt misguided and misinformed""","✅ Trip Verified |  Vancouver to Delhi via London. We were booked to fly from Vancouver to New Delhi via London Heathrow on Dec 22nd. We received an email on Dec 20th informing us about the industrial action in the UK. I called to find out how it may impact our travel. The representative kind of scared us of being possibly stranded during our travel and offered us a full refund. We called again to confirm about other options but he did not offer any other solutions. We asked to cancel our tickets and he told us about the cancellation fee. We booked new tickets with another airline with double the cost as our trip was urgent (simultaneously). He told us he no longer can cancel our tickets on the system but promised us he will make it happen because he told us we would get a full refund. He processed the cancellation. 5 hours later he emailed us that the tickets couldn’t be cancelled and suggested we cancel our new tickets once he found out they were with another airline (we lost $1000 from cancelling the new tickets). Now, the representative claimed that he never said there won’t be any services available and asked us why we were worrying about the industrial action, and that other “arrangements” will be made if there were any issues (this was new information never given to us before). We kept our British Airway tickets. The next day, we asked to speak with the manager and report that we were misguided about the whole situation. We never heard back from the manager. As we logged in to check-in 15 hours before take off, we found that our VAN — LHR flight was cancelled (due to the bad weather in Vancouver). We did not receive any emails from the airport nor the airline about this change. We called BA again and asked about rearrangements for our flight, to which they offered rebooking with an additional $700-1000 per person price difference and the dates offered were about 7 days after our original flight was supposed to leave. Additionally, to cancel the rest of the flights with them which we could not reach since our first flight was cancelled, we had to pay about $1000 cancellation fee to get a refund. We were very frustrated with the overall experience and no accommodations nor accountability as they wanted to charge us for any service or changes possible. We were on the phone for 1.5 hours while other flights that we could have booked were getting sold out - the customer service person would take 15-20 minutes (for real) to search up each question or option we asked about. It has been a frustrating experience - we lost time and money and it ruined our holidays completely. We then demanded to speak to the manager, who again did not want to take any accountability for their team and gave us a small discount on the cancellation fee. In total, we were on the phone with them for 2 days back and forth, without any resolutions. We felt misguided and misinformed with their unfair policies towards their customers. We did not feel taken care of at all. We had to pay the price for the misinformation and the flights we did not cancel ourselves. After all this trouble, we spent Christmas without our family and the missed the urgent reasons we were travelling for.",1,28th December 2022,D Bartul,
"""Flight perfectly on time""","✅ Trip Verified |  Old A320 with narrow pitch. Flight perfectly on time, with constant announcements from cockpit. Friendly staff, free chips and water. Quick luggage delivery at T5.",8,24th December 2022,Michel Perrin,
"""treat your customers like idiots""","✅ Trip Verified |  Another BA Shambles. Started off well with excellent check in at first at t5, mid afternoon so avoided the early morning, evening scrum. Into the Concorde lounge, excellent service again. Great choice of cocktails, wine etc. Food ok a bit overcooked but pretty reasonable. Called to the boarding gate. Chaos, people jostling for position to get on the plane. People with children under 5 called before the 8 people in first bankrolling the flight and most of them well over 5. We get on to be told that none of the lights in first can be dimmed at all, so the lights were on all night. It was like being detained and interrogated! Excellent wine and champagne selection. Dinner menu handed out. I’ll have the prawn cocktail to start please. No you won’t as they’ve only loaded one for 8 people and the guy in 1A got it. I bet he felt like he’d won the lottery. Ok I’ll have the beef wellington, basically a freezing slice of beef with some lettuce. Mains,  I’ll have the curry, no you won’t as they’ve substituted that with Christmas dinner.  I’m going to the Maldives to get away from Christmas. I ended up with short ribs that were inedible, no salad starter, no water offered, no bread roll. I just couldn’t eat it. So basically my husband and I have spent £20,000 on 2 return seats to be blinded by lights on and left starving. No apologies. Watch out BA as Virgin start flying direct in October. As always you rest on your laurels and treat your customers like idiots.",3,22nd December 2022,Amanda Edgar,
"""cancelled only 4 hours before take off""","Not Verified |  BA cancelled my flight home to Heathrow on Dec 19th. On the face of it, that was sensible as the weather in Iceland was appalling. However, what was not acceptable was that the flight was cancelled only 4 hours before take off time by which time I was already struggling through dreadful driving conditions to get to the airport. I got nowhere near before the conditions became too bad. If they had taken advice they would have spared everyone the need to try and travel on roads that all ended up closed. I am now booked onto the flight on the 21st and downgraded for my sins. Having checked today, as I type they have not cancelled the flight on the 20th despite the road to Keflavík being closed! Do they not check these things? Any help from BA offered - not really.",1,20th December 2022,Andrew Wilkes,
"""have to use other airlines now""","Not Verified |  BA cancelled my flight home, the last flight of the day into Heathrow, and tried to push me onto another flight to London City 3 hours later! My car was at Heathrow. I didn't want to try and cross London late at night on public transport with luggage, especially as there were rail strikes announced around that time. I had to book a flight home with Lufthansa which cost €500 for an economy seat, but at least it got me home to Heathrow (all be it another terminal) on the Friday night so I could get home to family. I still have had no news on a refund of the €500 2 months on. It's such a shame, flying BA used to be such a pleasurable experience. BA have cancelled or moved one leg of every journey we've booked this year. We are regrettably have to use other airlines now which have much better reliability and customer service.",1,19th December 2022,Nick Walker,
"""my suitcase didn’t arrive with me""","✅ Trip Verified | Turned up 3.5 hours in advance, Terminal 5 at London Heathrow was already carnage, 100s of people trying to check in, only 5 desks manned. Long queues at security due to only 4 lines open. People stressed, pushing, shouting, and flight delayed by 2 hours, according to pilot delay due to suitcases all needing to be loaded. Missed connecting flight in Doha, 12 hours wait til next one. Received a voucher, approx £6 for the whole day. Arrived 1 day later, my suitcase didn’t arrive with me. Filed a claim at the desk, for 5 days no update, no information, no offer of compensation and no solution offer. I now have a spoilt holiday, many personal belongings are gone, xmas gifts missing, extensive expenses I don’t know if I will be reimbursed. Beware with BA, expect low level or zero customer service, old planes, and zero help if anything goes wrong or missing. I will personally avoid BA in future at all costs.",2,19th December 2022,E King,
